id,code,name,user_type_id/id,chart_template_id:id,reconcile
31010,31010,بوفيه وضيافة وحفلات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31010001,31010001,بوفيه وضيافة وحفلات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31011,31011,مواد وأدوات ومصاريف نظافة ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31011001,31011001,مواد وأدوات ومصاريف نظافة ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31012,31012,تامين على السيارات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31012001,31012001,تامين على السيارات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31013,31013,مصروفات برامج ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31013001,31013001,مصروفات برامج ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31014,31014,مصاريف دورات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31014001,31014001,مصاريف دورات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31015,31015,الخصم المسموح به,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31015001,31015001,خصم مسموح به على الدورات  ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
31015002,31015002,خصم اخر ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001,32001,مصاريف الاستهلاك ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001001,32001001,مصروف   استهلاك مبانى ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001002,32001002,مصروف  استهلاك أجهزة حاسب الى ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001003,32001003,مصروف  استهلاك السيارات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001004,32001004,مصروف  استهلاك لوحات إعلانية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001005,32001005,مصروف  استهلاك اثاث ومفروشات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001006,32001006,مصروف  استهلاك أجهزة كهربائة ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001007,32001007,مصروف  استهلاك مكيفات فريون ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001008,32001008,مصروف  استهلاك مكيفات صحراوية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001009,32001009,مصروف  استهلاك مكيفات مركزية,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001010,32001010,مصروف  استهلاك اثاث وتجهيزات مكتبية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001011,32001011,مصروف  استهلاك خزن حديدية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001012,32001012,مصروف  استهلاك تكييفات مركزية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001013,32001013,مصروف  استهلاك أجهزة رياضية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001014,32001014,مصروف  استهلاك رفوف ومطابخ ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001015,32001015,مصروف  إطفاء برامج ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
32001016,32001016,مصروف  إطفاء تحسينات في الماجور ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001,33001,مصاريف عمومية وإدارية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001001,33001001,مصاريف كهرباء ومياه ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001002,33001002,مصاريف هاتف وانترنت ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001003,33001003,مصاريف التامينات الاجتماعية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001004,33001004,مصاريف سفر وانتقالات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001005,33001005,مصاريف التامين الطبي ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001006,33001006,مصاريف الغرامات والتعويضات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001007,33001007,مصاريف وعمولات بنكية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001008,33001008,مصاريف تبرعات وصدقات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
33001009,33001009,مصاريف الاتعاب المهنية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
34001,34001,مصاريف هيئة الزكاة والدخل ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
34001001,34001001,مصاريف الزكاة ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001,41001,إيرادات الدورات والاشتراكات ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001001,41001001,إيرادات من عملاء دورات شهرية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001002,41001002,ايراد من عملاء دورات ربع سنوية (3اشهر ),account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001003,41001003,ايراد من عملاء دورات نصف سنوية (6 اشهر ),account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001004,41001004,ايراد من عملاء دورات سنوية ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001005,41001005,ايراد من عملاء دورات واشتراكات متنوعة ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41001006,41001006,ايراد من عملاء العروض ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41002,41002,إيرادات متنوعة ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41002001,41002001,ايراد من دعم الموارد,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
41002002,41002002,ايراد كافتيريا النادى ,account.data_account_type_fixed_assets,account_arabic_coa_general,TRUE
